Customer Id,Sales,Order Profit Per Order,Order Item Discount,Margin (%),Value Tier
85,1929.7,329.57,191.38,17.07882054205317,Gold
86,1469.8700000000001,409.36,201.79000000000002,27.85008198003905,Gold
87,2474.69,392.4,339.07,15.856531525160724,Gold
88,2499.6800000000003,357.46,266.2,14.300230429494972,Gold
89,1299.76,80.61000000000003,76.14,6.201914199544534,Silver
90,3094.81,507.77,318.0,16.407146157599335,Gold
91,3343.73,391.18,377.0,11.698911096290669,Gold
92,2787.55,-89.78999999999999,265.76,-3.2211081415579983,At Risk (Loss-Making)
93,2069.84,-55.43000000000001,189.2,-2.6779847717697987,At Risk (Loss-Making)
94,2789.59,-24.750000000000036,364.57,-0.8872271552450373,At Risk (Loss-Making)
95,3282.63,665.18,267.76,20.26363007710281,Gold
96,2789.7200000000003,392.90999999999997,236.89000000000001,14.084209167945167,Gold
97,2514.8,112.26999999999998,238.95,4.464370924129154,Silver
98,4379.4800000000005,-269.59000000000003,391.75,-6.155753651118398,At Risk (Loss-Making)
99,2839.7000000000003,487.12,288.28999999999996,17.153924710356726,Gold
100,4104.57,404.11,301.49,9.845367480637437,Gold
101,2079.79,374.62,246.13,18.012395482236187,Gold
102,3319.59,893.11,338.78,26.904226124310533,Platinum (Top 10%)
103,3179.71,378.84,483.7,11.914294070842937,Gold
104,599.96,-928.06,37.5,-154.6869791319421,At Risk (Loss-Making)
105,1379.92,-368.03000000000003,151.0,-26.670386689083426,At Risk (Loss-Making)
106,1409.8400000000001,-173.98999999999998,127.28,-12.341116722464958,At Risk (Loss-Making)
107,2009.63,603.61,212.85,30.035877251036258,Gold
108,2289.7000000000003,482.91,195.99,21.090535878062628,Gold
109,4259.61,350.12,461.41,8.219531835074104,Gold
110,2639.7,-455.11,266.32,-17.240974353146193,At Risk (Loss-Making)
111,1639.7800000000002,20.02000000000004,85.8,1.2208954859798287,Silver
112,3184.6800000000003,671.4300000000001,336.59000000000003,21.083122951128527,Gold
113,1658.75,473.69,142.99,28.55704596834966,Gold
114,2904.73,319.65999999999997,239.09,11.004809397086818,Silver
115,1079.92,269.86,104.8,24.98888806578265,Silver
116,324.95,-51.45,24.75,-15.833205108478229,At Risk (Loss-Making)
117,429.9,4.73,50.489999999999995,1.100255873458944,Silver
118,2699.51,-378.66999999999996,182.97,-14.027360520983434,At Risk (Loss-Making)
119,3439.7400000000002,621.47,339.29,18.067353927913153,Gold
120,2079.58,97.23000000000002,168.18,4.675463314707779,Silver
121,809.85,294.77,45.75,36.398098413286405,Silver
122,1996.75,58.08,167.99,2.9087266808563914,Silver
123,6389.320000000001,1047.29,553.65,16.391259163729472,Platinum (Top 10%)
124,3399.7400000000002,714.75,349.64,21.023666515674726,Platinum (Top 10%)
125,2056.62,677.88,136.70999999999998,32.96087755637892,Gold
126,2569.71,295.79,302.88,11.510637387098157,Silver
127,1459.73,244.29000000000002,150.76999999999998,16.73528666260199,Silver
128,449.89,62.05,30.99,13.792260330302963,Silver
129,2877.7200000000003,918.3299999999999,385.53999999999996,31.91172177974229,Platinum (Top 10%)
130,779.95,294.66,52.2,37.779344829796784,Silver
131,1623.71,277.91,147.94,17.115741111405363,Silver
132,1479.8200000000002,360.92,133.5,24.389452771282993,Gold
133,1759.72,-199.0,149.19,-11.30861728002182,At Risk (Loss-Making)
134,2625.66,486.38,318.88,18.524104415651685,Gold
135,299.98,-60.0,0.0,-20.00133342222815,At Risk (Loss-Making)
136,1614.83,188.98,121.65,11.702779859180223,Silver
137,2849.62,-200.24,376.83000000000004,-7.026901832525039,At Risk (Loss-Making)
138,2419.8,-69.36000000000001,272.14,-2.866352591123234,At Risk (Loss-Making)
139,3589.59,500.57000000000005,351.7,13.945046648781616,Gold
140,4699.43,520.26,573.77,11.070704319460019,Gold
141,3979.59,-312.69999999999993,375.9,-7.857593370171297,At Risk (Loss-Making)
142,5625.47,-1189.73,713.86,-21.14898844007701,At Risk (Loss-Making)
143,749.89,187.03,138.49,24.940991345397325,Silver
144,979.95,353.79,123.6,36.10286239093831,Gold
145,2445.66,715.5799999999999,157.68,29.25917748174317,Platinum (Top 10%)
146,2329.6400000000003,723.54,242.31,31.05801754777562,Platinum (Top 10%)
147,249.9,116.33,12.5,46.550620248099236,Silver
148,2009.73,195.56,127.47999999999999,9.730660337458266,Silver
149,3249.73,-33.11999999999999,255.95,-1.0191615918860948,At Risk (Loss-Making)
150,2629.77,745.9300000000001,278.78,28.36483798963408,Platinum (Top 10%)
151,2525.79,524.84,434.96000000000004,20.779241346271863,Gold
152,1709.71,454.03000000000003,209.45999999999998,26.555965631598344,Gold
153,1269.9,185.57999999999998,113.99000000000001,14.61374911410347,Silver
154,6889.360000000001,1363.5,681.86,19.791388459885965,Platinum (Top 10%)
155,2389.73,-350.85999999999996,144.34,-14.68199336326698,At Risk (Loss-Making)
156,1939.79,642.35,90.03999999999999,33.11440929172746,Gold
157,2206.83,471.41,201.35,21.361409805014432,Gold
158,729.9,72.06,51.54,9.872585285655571,Silver
159,1289.88,267.42,98.99,20.732161131268022,Silver
160,2139.82,-483.1000000000001,161.5,-22.576665326990124,At Risk (Loss-Making)
161,2569.7,280.79999999999995,226.89,10.927345604545277,Silver
162,1619.79,339.88,218.69,20.98296692781163,Gold
163,889.84,-272.93,54.53,-30.671806167400877,At Risk (Loss-Making)
164,2594.69,-81.88999999999999,282.68,-3.1560610323391227,At Risk (Loss-Making)
165,4089.54,1070.46,351.28,26.1755600874426,Platinum (Top 10%)
166,864.91,240.0,93.95,27.748551872449156,Silver
167,329.98,66.13,36.1,20.040608521728586,Silver
168,3229.71,-1220.42,208.75,-37.78729359601946,At Risk (Loss-Making)
169,2809.8500000000004,523.21,260.2,18.62056693417798,Gold
170,1974.7900000000002,245.35,331.72,12.424105854293366,Silver
171,1329.8400000000001,2.8500000000000085,112.3,0.2143114961198346,Silver
172,6591.23,757.04,624.8199999999999,11.48556490973612,Platinum (Top 10%)
173,5779.33,475.29,634.62,8.2239636774505,Gold
174,5154.400000000001,-4.019999999999953,461.56,-0.07799161881111193,At Risk (Loss-Making)
175,4444.570000000001,225.85000000000002,384.48,5.0814814481490895,Silver
176,2379.59,451.01,148.79,18.95326505826634,Gold
177,599.97,102.92,11.0,17.15419104288548,Silver
179,1919.85,419.87,167.5,21.86993775555382,Gold
180,3119.54,624.39,356.39,20.015450995980178,Gold
181,3536.44,-83.53000000000003,320.32,-2.3619798441370428,At Risk (Loss-Making)
182,3608.58,-108.26000000000002,380.89,-3.0000720505018603,At Risk (Loss-Making)
183,689.87,39.209999999999994,59.29,5.683679533825212,Silver
184,2319.7200000000003,65.19999999999999,231.29,2.810684048074767,Silver
185,1739.76,-136.03,199.59,-7.818894560169219,At Risk (Loss-Making)
186,1329.91,229.26999999999998,63.42,17.239512448210778,Silver
187,4629.49,592.9300000000001,363.48,12.807674279456272,Gold
188,2709.64,405.42,216.49,14.962135191390741,Gold
189,1909.8200000000002,547.16,287.29,28.64982040192269,Gold
190,3863.51,575.72,464.67,14.901475601202016,Gold
191,3389.62,-307.86,347.37,-9.08243401915259,At Risk (Loss-Making)
192,4994.43,756.7500000000001,583.06,15.151879193421472,Platinum (Top 10%)
193,819.87,95.18,67.18,11.609157549367584,Silver
194,5851.28,1086.99,776.92,18.57696093846133,Platinum (Top 10%)
195,1335.8200000000002,271.12,176.67000000000002,20.29614768456828,Silver
196,3204.42,709.5,310.11,22.141292339955438,Platinum (Top 10%)
197,6423.33,688.65,720.86,10.72107458280985,Gold
198,2464.67,-282.24999999999994,238.64,-11.451837365651382,At Risk (Loss-Making)
199,3624.4500000000003,807.82,456.68,22.288071293575577,Platinum (Top 10%)
200,1363.75,230.54999999999998,89.28,16.905591200733273,Silver
201,169.97,27.37,30.39,16.102841677943168,Silver
202,1885.71,458.36,204.09,24.307024940208198,Gold
203,4419.66,1101.6000000000001,437.88,24.924994230325414,Platinum (Top 10%)
204,2006.77,307.79,180.89,15.337582283968768,Silver
205,3984.53,471.21,389.42,11.825987004740835,Gold
206,3599.65,925.42,372.78,25.708610559359933,Platinum (Top 10%)
207,4533.5,607.71,469.65,13.404874820778648,Gold
208,1404.9,-3.25,115.39,-0.23133319097444655,At Risk (Loss-Making)
209,3199.52,228.32999999999998,377.47,7.136382957443615,Silver
210,3413.55,-548.6,314.96000000000004,-16.07124547758199,At Risk (Loss-Making)
211,1419.78,-376.46000000000004,158.24,-26.515375621575178,At Risk (Loss-Making)
212,1099.93,334.32,133.4,30.394661478457717,Gold
213,3219.59,619.57,414.76,19.243754639565907,Gold
214,3512.59,664.1,459.05,18.906277134536055,Gold
215,3618.65,758.11,215.5,20.95007806778771,Platinum (Top 10%)
216,2409.71,544.54,263.78,22.597739977009677,Gold
217,2540.7400000000002,250.14000000000001,326.87,9.845163220164203,Silver
218,2549.86,493.09000000000003,307.14,19.337924435067023,Gold
220,1349.81,223.4,128.15,16.55047747460754,Silver
221,6378.47,1449.21,615.54,22.7203388900473,Platinum (Top 10%)
222,4294.6900000000005,173.36,326.5,4.036612654231155,Silver
223,3583.5600000000004,-2.1200000000000045,401.59000000000003,-0.05915904854390618,At Risk (Loss-Making)
224,4341.59,888.88,291.19,20.473605292070417,Platinum (Top 10%)
225,3577.63,-554.4,350.94,-15.496292238157661,At Risk (Loss-Making)
226,2199.75,53.2,209.49,2.4184566428003182,Silver
227,1509.8700000000001,348.36,189.39,23.072185022551608,Gold
228,4099.72,374.28999999999996,437.4,9.129647878391694,Gold
229,3419.58,810.1800000000001,307.46999999999997,23.692383275139054,Platinum (Top 10%)
230,6648.42,508.87,549.3,7.653998995249999,Gold
231,1859.7800000000002,224.47,133.4,12.069707169665229,Silver
232,2519.85,659.09,236.60000000000002,26.155921979482912,Gold
233,3989.67,763.0,470.6,19.12438873390531,Platinum (Top 10%)
234,2024.77,528.3000000000001,166.8,26.091852407927817,Gold
235,2847.59,-123.52000000000001,448.34,-4.337703110349453,At Risk (Loss-Making)
236,3779.64,-611.25,380.91999999999996,-16.17217512778995,At Risk (Loss-Making)
237,969.9100000000001,-172.35000000000002,84.29,-17.769689971234445,At Risk (Loss-Making)
238,5756.34,775.91,597.34,13.47922464621617,Platinum (Top 10%)
239,1539.8500000000001,462.52,170.9,30.03669188557327,Gold
240,991.87,86.05,152.94,8.675532075776058,Silver
241,5352.38,679.96,543.15,12.703881264035813,Gold
242,5009.63,158.94000000000005,479.49,3.172689400215187,Silver
243,2549.61,593.21,188.68,23.266695690713483,Gold
244,2804.64,21.52000000000001,412.82,0.7672999030178566,Silver
245,5202.360000000001,934.39,458.04,17.960886982061986,Platinum (Top 10%)
246,1719.82,-38.49,171.38,-2.238024909583561,At Risk (Loss-Making)
247,4834.49,1079.35,364.85,22.326036458861225,Platinum (Top 10%)
248,3039.57,-249.69,412.36,-8.214648782558058,At Risk (Loss-Making)
249,2069.73,-486.18,237.07,-23.490020437448365,At Risk (Loss-Making)
250,1619.83,377.15,224.68,23.283307507577955,Gold
251,1601.92,383.51,193.62,23.940646224530564,Gold
252,4694.64,810.28,453.02,17.259683383603427,Platinum (Top 10%)
253,309.89,-143.44,60.78,-46.28739230049372,At Risk (Loss-Making)
254,4939.4400000000005,1208.45,532.27,24.465324004340573,Platinum (Top 10%)
255,3355.63,-265.96000000000004,288.86,-7.925784427961367,At Risk (Loss-Making)
256,4169.4800000000005,1071.67,567.64,25.702725519729082,Platinum (Top 10%)
257,3809.46,1047.3,261.5,27.492085492431993,Platinum (Top 10%)
258,3409.61,213.11,347.5,6.250274958133042,Silver
259,4617.57,230.16,466.57,4.984439867722633,Silver
260,3029.79,245.42999999999995,330.59000000000003,8.100561425049259,Silver
261,1799.8600000000001,276.8,136.49,15.378973920193792,Silver
262,2209.82,-817.6800000000001,353.2,-37.002108769040014,At Risk (Loss-Making)
263,687.97,247.71,64.84,36.005930491155134,Silver
264,2089.7799999999997,471.55,187.3,22.56457617548259,Gold
265,1529.88,436.15999999999997,190.3,28.509425575862156,Gold
266,2854.62,706.27,315.63,24.741296564866776,Platinum (Top 10%)
267,1479.8300000000002,300.45,159.05,20.303007777920435,Silver
268,1881.85,413.23,286.19,21.95871084305338,Gold
269,1479.8300000000002,-969.6,220.0,-65.52103957887054,At Risk (Loss-Making)
270,4069.59,605.49,457.99,14.87840298408439,Gold
271,2929.61,5.210000000000005,257.94,0.17783937111083062,Silver
272,4449.59,1435.41,455.09,32.259376706617914,Platinum (Top 10%)
273,2269.76,221.43,277.87,9.755656985760607,Silver
274,1619.88,154.18,193.49,9.517988986838532,Silver
275,3649.76,616.9300000000001,391.69,16.903303230897375,Gold
276,3297.55,8.72999999999999,397.57,0.2647420054282722,Silver
277,3447.7000000000003,810.28,297.52,23.502044841488527,Platinum (Top 10%)
278,759.9300000000001,285.63,34.8,37.586356638111404,Silver
279,1434.91,83.9,115.7,5.847056609822219,Silver
280,2839.64,412.59000000000003,265.98,14.52965868912961,Gold
281,1549.76,389.6,125.29,25.139376419574646,Gold
282,1689.77,87.39,195.35,5.171709759316357,Silver
283,3679.7,698.12,363.43,18.972198820556024,Platinum (Top 10%)
284,2654.63,475.79,249.07,17.92302505433902,Gold
285,4459.57,133.40000000000003,537.63,2.991319790921547,Silver
286,4119.4400000000005,738.5,416.85,17.927193987532284,Platinum (Top 10%)
287,3059.67,529.4100000000001,190.7,17.302846385394506,Gold
288,3454.59,451.27,335.76,13.06291050457507,Gold
289,4066.54,458.39,335.38,11.272236348345276,Gold
290,4684.43,445.55999999999995,534.42,9.511509404559359,Gold
291,6029.4800000000005,-26.009999999999962,437.67,-0.4313804838891573,At Risk (Loss-Making)
292,1164.88,147.92,65.84,12.698303687933517,Silver
293,2469.7200000000003,-91.71999999999991,239.64,-3.71378131933984,At Risk (Loss-Making)
294,2439.75,-2.309999999999988,278.7,-0.0946818321549334,At Risk (Loss-Making)
295,1489.8700000000001,-255.33000000000004,182.89,-17.137736849523787,At Risk (Loss-Making)
296,4559.400000000001,681.94,292.08,14.956792560424617,Gold
297,3169.57,595.69,220.98,18.79403199803128,Gold
298,1089.88,380.32,107.84,34.895584835027705,Gold
299,1039.8600000000001,13.64,30.8,1.3117150385628833,Silver
300,3638.46,512.73,278.94,14.091950990254118,Gold
301,1139.8700000000001,279.69,113.39,24.53700860624457,Silver
302,199.92,-133.4,25.99,-66.72669067627052,At Risk (Loss-Making)
303,2879.61,338.21000000000004,320.44,11.744993245613122,Gold
304,1469.8000000000002,-649.99,118.39,-44.22302354061777,At Risk (Loss-Making)
305,3289.77,118.57999999999996,242.19,3.6045073059818757,Silver
306,2165.7000000000003,498.48,220.04,23.017038370965505,Gold
307,1261.79,468.55,82.21000000000001,37.133754428232905,Gold
308,4759.4400000000005,877.06,480.28,18.427798228363,Platinum (Top 10%)
309,1559.83,-36.06999999999999,228.39,-2.31243148291801,At Risk (Loss-Making)
310,1639.76,518.97,184.38,31.64914377713812,Gold
311,3314.8,412.58,308.75,12.446603113310003,Gold
312,3106.71,-679.08,246.79000000000002,-21.858493390113658,At Risk (Loss-Making)
313,1868.8,364.77,209.11,19.5189426369863,Gold
314,3909.56,322.01,273.78999999999996,8.236476739070381,Silver
315,3304.55,860.68,351.47,26.045301175651748,Platinum (Top 10%)
316,2549.66,735.26,202.39,28.837570499596026,Platinum (Top 10%)
317,3369.61,911.5799999999999,396.68,27.0529823926211,Platinum (Top 10%)
318,3464.66,-784.87,260.42,-22.65359371482339,At Risk (Loss-Making)
319,3409.6400000000003,562.12,309.89,16.48619795638249,Gold
320,1966.74,429.45,173.48,21.835626468165593,Gold
321,4397.46,735.18,443.62,16.71828737498465,Platinum (Top 10%)
322,669.9300000000001,-288.6,47.69,-43.07912767005508,At Risk (Loss-Making)
323,1413.77,145.76,199.77999999999997,10.310022139386179,Silver
324,3284.7200000000003,690.84,368.33,21.031929662193427,Gold
325,1999.7800000000002,-450.31,181.0,-22.51797697746752,At Risk (Loss-Making)
326,4939.49,1224.07,612.33,24.78130333293518,Platinum (Top 10%)
327,3599.4700000000003,-150.76000000000005,327.32,-4.188394402509259,At Risk (Loss-Making)
328,4517.56,802.28,494.39,17.759144316843603,Platinum (Top 10%)
329,4793.41,361.9,454.9,7.549948783851162,Gold
330,2309.78,517.16,273.18,22.390011169894965,Gold
331,3439.54,327.13,370.26,9.510864824947522,Gold
332,2189.63,334.59,288.47,15.280663856450632,Gold
333,2439.7200000000003,276.74,366.43,11.343104946469266,Silver
334,2014.71,247.9,231.57999999999998,12.304500399561228,Silver
335,5624.34,1206.72,452.12,21.455317423911072,Platinum (Top 10%)
336,2989.7000000000003,589.31,305.89,19.71134227514466,Gold
337,2089.79,684.58,132.59,32.758315428822996,Gold
338,1909.79,380.77,273.88,19.93779420774012,Gold
340,899.79,-317.73,94.08,-35.311572700296736,At Risk (Loss-Making)
341,7516.02,1329.04,853.5799999999999,17.68276295166857,Platinum (Top 10%)
342,4329.5,922.61,586.39,21.309851022057973,Platinum (Top 10%)
343,3654.66,-918.2900000000001,405.67,-25.126550759851806,At Risk (Loss-Making)
344,2229.7400000000002,39.67,241.89,1.7791311991532646,Silver
345,2989.6800000000003,969.77,347.38,32.43725080945117,Platinum (Top 10%)
346,1429.81,367.49,146.88,25.70201635182297,Gold
347,2347.63,302.53,213.72,12.886613307889231,Silver
348,2294.63,-333.28,253.13,-14.524345972989108,At Risk (Loss-Making)
349,2609.63,696.23,338.07,26.67926104466917,Platinum (Top 10%)
350,1759.69,143.40999999999997,200.17000000000002,8.149730918514054,Silver
351,4319.49,278.99,391.54,6.458864356671737,Silver
352,2266.73,559.0,187.91,24.66107564641576,Gold
353,3019.78,414.37,291.4,13.7218605328865,Gold
354,4693.51,725.46,594.36,15.4566624977895,Platinum (Top 10%)
355,1859.82,-254.71,159.5,-13.695411383897369,At Risk (Loss-Making)
356,3159.44,-420.48,268.21,-13.308687615526802,At Risk (Loss-Making)
357,2425.7200000000003,334.46000000000004,313.52,13.788071170621507,Gold
358,2699.75,275.14000000000004,256.19,10.191314010556535,Silver
359,4269.55,112.42000000000003,422.65,2.6330643744656936,Silver
361,2279.81,-339.39,252.25,-14.886766879696115,At Risk (Loss-Making)
362,1079.92,41.06000000000001,86.5,3.8021334913697316,Silver
363,3364.55,147.12,357.1,4.372650131518331,Silver
364,5304.400000000001,421.55999999999995,353.42,7.947364452152927,Gold
365,1179.8600000000001,-175.70999999999998,127.3,-14.892444866340071,At Risk (Loss-Making)
366,3339.58,-266.20000000000005,339.53,-7.971062229382139,At Risk (Loss-Making)
367,1179.78,255.45,89.89,21.652341962060724,Silver
368,4094.5600000000004,179.48,528.71,4.383376968465476,Silver
369,3339.71,188.99999999999997,399.53999999999996,5.659174000137736,Silver
370,2569.7000000000003,514.3199999999999,193.64000000000001,20.014787718410705,Gold
371,4919.7300000000005,81.06000000000003,465.03999999999996,1.6476513955034122,Silver
372,1609.83,1.1400000000000254,201.07999999999998,0.07081493076908901,Silver
373,5257.54,846.94,634.31,16.109054805098964,Platinum (Top 10%)
374,3354.62,326.73,421.81,9.739702261358962,Silver
375,2390.65,612.3199999999999,262.02,25.613117771317423,Gold
376,4887.38,-193.04000000000002,562.4,-3.9497644954965647,At Risk (Loss-Making)
377,4473.4400000000005,1038.66,458.23,23.218373332379556,Platinum (Top 10%)
378,2829.7200000000003,154.99,421.5,5.477220361025119,Silver
379,3209.59,820.2,346.86,25.55466586074857,Platinum (Top 10%)
380,1943.71,147.04000000000002,230.29,7.56491451914123,Silver
381,2529.7400000000002,755.6600000000001,304.08,29.87105394230237,Platinum (Top 10%)
382,4139.64,-537.9399999999999,507.18,-12.994849793701865,At Risk (Loss-Making)
383,4739.51,992.8,469.07,20.947313118866717,Platinum (Top 10%)
384,3644.7400000000002,618.62,477.64,16.972952803217787,Gold
385,1229.82,146.73000000000002,150.99,11.931014294774847,Silver
386,1077.84,384.67,68.89,35.68897053365991,Gold
387,3369.34,-420.66999999999996,342.88,-12.485234496963797,At Risk (Loss-Making)
388,5309.49,721.26,578.62,13.584355559573519,Platinum (Top 10%)
389,1129.78,344.53999999999996,128.12,30.496202800545234,Gold
390,3344.73,412.58,319.99,12.335225862775172,Gold
391,3302.67,511.51,225.1,15.487772014763813,Gold
392,1839.81,337.15,212.98000000000002,18.325261847690793,Gold
393,1639.79,419.62,233.7,25.589862116490526,Gold
394,4205.38,-186.08,336.22,-4.424808221849156,At Risk (Loss-Making)
395,349.95,-229.57999999999998,43.09,-65.60365766538077,At Risk (Loss-Making)
396,5049.26,1072.16,674.74,21.234002606322512,Platinum (Top 10%)
397,2284.73,687.4,224.87,30.086706087809063,Gold
398,2499.85,-99.54999999999998,212.25,-3.98223893433606,At Risk (Loss-Making)
399,979.87,70.51,135.6,7.195852511047384,Silver
400,3246.6800000000003,503.64,198.49,15.51246196114184,Gold
401,579.95,184.93,48.25,31.887231657901545,Silver
402,1469.79,312.82,98.49,21.28331258206955,Silver
403,1979.8000000000002,409.71999999999997,178.09,20.695019698959488,Gold
404,2198.66,-178.96,253.44,-8.139503151919806,At Risk (Loss-Making)
405,1619.67,595.6999999999999,96.73,36.7790969765446,Gold
406,2309.73,264.78,266.33,11.4636775727033,Silver
407,3349.62,432.58,298.97,12.914300726649591,Gold
408,5039.53,489.31999999999994,450.61,9.709635620782096,Gold
409,2489.58,17.510000000000026,182.99,0.7033314856321158,Silver
410,4220.39,-193.37000000000003,651.32,-4.581804051284361,At Risk (Loss-Making)
411,3239.6,100.5,253.99,3.1022348438078775,Silver
412,1740.77,52.62000000000002,193.77,3.022800255059544,Silver
413,669.9200000000001,180.56,58.6,26.952471936947692,Silver
415,3081.73,353.14,161.19,11.459147946121172,Gold
416,2729.76,326.95,299.98,11.977243420667016,Gold
417,859.9000000000001,217.10999999999999,145.59,25.24828468426561,Silver
418,1519.78,445.88,159.48,29.338456881917118,Gold
419,2463.61,436.53,174.49,17.719119503492838,Gold
420,3779.7200000000003,731.89,334.79,19.363603653180657,Platinum (Top 10%)
421,1627.75,132.86999999999998,136.53,8.162801412993394,Silver
422,2489.78,-402.32,143.8,-16.158857409088352,At Risk (Loss-Making)
